item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q372727,Charles F. Brannan,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q372727-34548181-2c5f-47e8-992d-38813972fdb2
Q2967584,Charles F. Conner,Q1029955,United States Secretary of Agriculture,2007-09-20T00:00:00Z,2008-01-28T00:00:00Z,,,,Q448880,Mike Johanns,Q887102,Ed Schafer,,,,,,Q2967584-884BD1F6-D88A-4AB8-8186-F678EA392611
Q720584,Charles Foster,Q4215834,United States Secretary of the Treasury,1891-02-25T00:00:00Z,1893-03-06T00:00:00Z,,,40,Q1374474,William Windom,Q1379029,John G. Carlisle,,,,,,Q720584-95D5C7E9-94B6-4BC0-B350-374D500EA10E
Q382352,Charles Francis Adams III,Q940135,United States Secretary of the Navy,1929-03-05T00:00:00Z,1933-03-04T00:00:00Z,,,44,Q375740,Curtis D. Wilbur,Q658506,Claude Augustus Swanson,,,,,,Q382352-0CA30DA7-FDD0-41F7-BD7C-75B5E671A45E
Q184565,Charles G. Dawes,Q11699,Vice President of the United States,1925-03-04T00:00:00Z,1929-03-04T00:00:00Z,,,30,Q36023,Calvin Coolidge,Q271023,Charles Curtis,,,,,,Q184565-6EBD9C01-839E-4049-977B-C742997CFE77
Q1065003,Charles J. Folger,Q4215834,United States Secretary of the Treasury,1881-11-14T00:00:00Z,1884-09-04T00:00:00Z,,,34,Q1374474,William Windom,Q726198,Walter Q. Gresham,,,,,,Q1065003-0C371E14-1E89-4B88-A616-AEC3304715FF
Q919015,Charles Joseph Bonaparte,Q636207,United States Attorney General,1906-12-17T00:00:00Z,1909-03-04T00:00:00Z,,,,Q724503,William Henry Moody,Q351949,George Woodward Wickersham,,,,,,Q919015-236A3484-A3D5-4BC5-9579-A7FFFC067A95
Q919015,Charles Joseph Bonaparte,Q940135,United States Secretary of the Navy,1905-07-01T00:00:00Z,1906-12-16T00:00:00Z,,,,Q374153,Paul Morton,Q374162,Victor H. Metcalf,,,,,,Q919015-DCBF7852-8300-4F58-BE16-3E4661B77E3A
Q724252,Charles Lee,Q636207,United States Attorney General,1795-12-10T00:00:00Z,1801-02-19T00:00:00Z,,,,Q709229,William Bradford,Q720568,Levi Lincoln,,,,,,Q724252-677D2511-130A-4F2A-BC31-C74E6A3BB298
Q724252,Charles Lee,Q14213,United States Secretary of State,1800-05-13T00:00:00Z,1800-06-05T00:00:00Z,,,,Q435168,Timothy Pickering,Q310829,John Marshall,,,,,,Q724252-16fd3b52-4dee-47b2-50e2-41e11fb6cd23
Q1065426,Charles Magill Conrad,Q14213,United States Secretary of State,1852-10-25T00:00:00Z,1852-11-05T00:00:00Z,,,,Q106231,Daniel Webster,Q434905,Edward Everett,,,,,,Q1065426-d4a0244e-4f8e-1ec1-7e63-9a67d94e4da3
Q1065426,Charles Magill Conrad,Q2419102,United States Secretary of War,1850-08-15T00:00:00Z,1853-03-07T00:00:00Z,,,22,Q330995,George W. Crawford,Q162269,Jefferson Davis,,,,,,Q1065426-18c16d6e-4d84-ca27-3f10-295f5fc523d3
Q1065984,Charles Stebbins Fairchild,Q4215834,United States Secretary of the Treasury,1887-04-01T00:00:00Z,1889-03-06T00:00:00Z,,,,,,,,,,,,,Q1065984-4654DEA0-D1A2-4FBE-8477-A8DE730E82CB
Q270539,Charles W. Fairbanks,Q11699,Vice President of the United States,1905-03-04T00:00:00Z,1909-03-04T00:00:00Z,,,26,Q33866,Theodore Roosevelt,Q310831,James S. Sherman,,,,,,Q270539-0842daae-4a6e-a28a-d1a8-e8355cfeea56
Q977204,Charles W. Sawyer,Q2003296,United States Secretary of Commerce,,,,,,,,,,,,,,,Q977204-B41B674B-77D7-44D1-B741-D00F96CD30FF
Q1066494,Charles Woodruff Yost,Q1785225,United States Ambassador to the United Nations,1969-01-01T00:00:00Z,1971-01-01T00:00:00Z,,,9,,,,,,,,,,Q1066494-A27C0517-5C5E-42E8-9E76-D5483D3F4D94
Q105754549,Charlotte Bertrand,Q2087596,Administrator of the Environmental Protection Agency,2021-01-20T00:00:00Z,2021-01-20T00:00:00Z,,,,Q37936461,Andrew R. Wheeler,Q105044605,Jane Nishida,Q4676846,acting,,,,Q105754549-1a7ce562-4382-6f2b-18b8-65764a2535dc
Q35498,Chester A. Arthur,Q11699,Vice President of the United States,1881-03-04T00:00:00Z,1881-09-19T00:00:00Z,,,20,,,,,,,,,,Q35498-7FD28734-DFC1-4695-AAA2-F49DDC5B038F
Q63456197,Chris Pilkerton,Q15623718,Administrator of the Small Business Administration,2019-04-13T00:00:00Z,2020-01-14T00:00:00Z,,,,Q233905,Linda McMahon,Q6296812,Jovita Carranza,,,,,,Q63456197-2390BB52-ACCE-416C-88D0-196DEC41E778
Q240274,Christian Herter,Q14213,United States Secretary of State,1959-04-22T00:00:00Z,1961-01-20T00:00:00Z,,,53,Q223677,John Foster Dulles,Q1866512,Livingston T. Merchant,,,,,,Q240274-777C4860-5B8C-4B2C-B9DC-29AAD0C5B368
Q435267,Christine Todd Whitman,Q2087596,Administrator of the Environmental Protection Agency,2001-01-31T00:00:00Z,2003-06-27T00:00:00Z,,,,Q299576,Carol Browner,Q6762242,Marianne Lamont Horinko,,,,,,Q435267-00809DA6-86E4-48E7-9408-64410A8E22BE
Q101423348,Christopher C. Miller,Q735015,United States Secretary of Defense,2020-11-09T00:00:00Z,2021-01-20T00:00:00Z,,,,Q33190271,Mark T. Esper,,,Q4676846,acting,https://edition.cnn.com/2020/11/09/politics/trump-fires-esper/index.html,,,Q101423348-929a2f91-48b5-90f2-1f7b-9cca7ece22aa
Q101423348,Christopher C. Miller,Q735015,United States Secretary of Defense,2020-11-09T00:00:00Z,2021-01-20T00:00:00Z,,,,Q33190271,Mark T. Esper,,,Q4676846,acting,https://www.i24news.tv/ar/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%AF%D9%88%D9%84%D9%8A/%D8%A7%D9%85%D8%B1%D9%8A%D9%83%D8%A7/1604945315-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%8A%D9%82%D9%8A%D9%84-%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D9%85%D8%A7%D8%B1%D9%83-%D8%A5%D8%B3%D8%A8%D8%B1-%D9%88%D9%8A%D8%B9%D9%8A%D9%86-%D9%83%D8%B1%D9%8A%D8%B3%D8%AA%D9%88%D9%81%D8%B1-%D9%85%D9%8A%D9%84%D8%B1-%D9%88%D8%B2%D9%8A%D8%B1%D8%A7-%D8%A8%D8%A7%D9%84%D9%88%D9%83%D8%A7%D9%84%D8%A9,,,Q101423348-929a2f91-48b5-90f2-1f7b-9cca7ece22aa
Q101423348,Christopher C. Miller,Q735015,United States Secretary of Defense,2020-11-09T00:00:00Z,2021-01-20T00:00:00Z,,,,Q33190271,Mark T. Esper,,,Q4676846,acting,https://edition.cnn.com/2020/11/10/politics/pentagon-policy-official-resigns/index.html,,,Q101423348-929a2f91-48b5-90f2-1f7b-9cca7ece22aa
Q381670,Chuck Hagel,Q735015,United States Secretary of Defense,2013-02-27T00:00:00Z,2015-02-17T00:00:00Z,,,24,Q244631,Leon Panetta,Q4806029,Ashton Carter,,,,,,q381670-2B01767E-5F56-4EA1-8AC8-98F27C583F00
Q386798,Clark Clifford,Q735015,United States Secretary of Defense,1968-02-29T00:00:00Z,1969-01-20T00:00:00Z,,,,Q191999,Robert McNamara,Q499056,Melvin Laird,,,,,,Q386798-BC69AAEB-F78B-45D8-A7CA-5CD2BF16435A
Q1096555,Claude Brinegar,Q967737,United States Secretary of Transportation,,,,,,,,,,,,,,,Q1096555-14C1768D-D1B8-4C8A-863B-DA0491D6B9D8
Q376765,Clayton Keith Yeutter,Q1029955,United States Secretary of Agriculture,1989-02-16T00:00:00Z,1991-03-01T00:00:00Z,,,23,Q376348,Richard Edmund Lyng,Q369068,Edward Rell Madigan,,,,,,Q376765-D9C0AD8B-90A6-42EE-A62D-AC8B0649BFC9
Q1101295,"Clifford Alexander, Jr.",Q1591470,United States Secretary of the Army,1977-02-01T00:00:00Z,1981-01-01T00:00:00Z,,,13,Q949072,Martin Richard Hoffmann,Q387744,"John Otho Marsh, Jr.",,,,,,Q1101295-D0C748C8-BF73-40B8-A7E4-3F4590088199
Q1101308,Clifford M. Hardin,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q1101308-c56c45b6-3d1f-452d-a96a-a77deaf9f13c
Q464733,Clinton Presba Anderson,Q1029955,United States Secretary of Agriculture,1945-06-30T00:00:00Z,1948-05-10T00:00:00Z,,,13,Q373253,Claude R. Wickard,Q372727,Charles F. Brannan,,,,,,Q464733-244D49E7-A6F9-4784-B61E-E5DE962FFA61
Q150851,Colin Powell,Q14213,United States Secretary of State,2001-01-20T00:00:00Z,2005-01-26T00:00:00Z,,,65,Q174438,Madeleine Albright,Q47216,Condoleezza Rice,,,,,,Q150851-F392D245-98D6-4FFA-910C-F1B398EE5160
Q326150,Columbus Delano,Q2287650,United States Secretary of the Interior,1870-11-01T00:00:00Z,1875-09-30T00:00:00Z,,,,,,,,,,,,,Q326150-0fa37aab-47bc-bb41-5dfb-375e983fb44d
Q47216,Condoleezza Rice,Q14213,United States Secretary of State,2005-01-26T00:00:00Z,2009-01-20T00:00:00Z,,,66,Q150851,Colin Powell,Q1276563,William Joseph Burns,,,,,,Q47216-86ED8493-24A0-4D1E-BFD9-A630243BF135
Q202979,Cordell Hull,Q14213,United States Secretary of State,1933-03-04T00:00:00Z,1944-11-30T00:00:00Z,,,47,Q314826,Henry L. Stimson,Q362118,"Edward Reilly Stettinius, Jr.",,,,,,Q202979-A242EADC-4638-432E-A02A-5CBF7B9D369D
Q382782,Cornelius Newton Bliss,Q2287650,United States Secretary of the Interior,,,,,,,,,,,,,,,Q382782-9ee0422a-c1b4-48e4-8d52-6042f8c6b89f
Q28543103,Craig Clemmensen,Q2419581,United States Secretary of Housing and Urban Development,2017-01-20T00:00:00Z,2017-03-02T00:00:00Z,,,,Q970720,Julián Castro,Q816459,Ben Carson,Q4676846,acting,,,,Q28543103-6cbd4aed-dbc3-44be-9d36-d0f5dfa147b9
Q1148985,Cyrus Rowlett Smith,Q2003296,United States Secretary of Commerce,1968-03-06T00:00:00Z,1969-01-19T00:00:00Z,,,18,Q924949,Alexander Trowbridge,Q373055,Maurice Stans,,,,,,Q1148985-6030BC58-F273-4F1A-B178-0E4CDFC7C56E
Q296661,Cyrus Vance,Q14213,United States Secretary of State,1977-01-23T00:00:00Z,1980-04-28T00:00:00Z,,,57,Q972052,Philip Habib,Q294358,Warren Christopher,,,,,,Q296661-0620D9C2-7007-422E-B62A-7595270C7026
Q296661,Cyrus Vance,Q1591470,United States Secretary of the Army,1962-07-05T00:00:00Z,1964-01-21T00:00:00Z,,,,Q1334312,"Elvis Jacob Stahr, Jr.",Q2344502,Stephen Ailes,,,,,,Q296661-C9FEBE2A-FCF9-42A5-8BAD-17641B96FF7E
Q632321,Dan Coats,Q1154057,Director of National Intelligence,2017-03-16T00:00:00Z,2019-08-15T00:00:00Z,,,,Q28794135,Mike Dempsey,Q6285224,Joseph Maguire,,,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000542,,,Q632321-ba9c5722-48ed-089a-8838-34f2593c7e48
Q370213,Dan Glickman,Q1029955,United States Secretary of Agriculture,1995-03-30T00:00:00Z,2001-01-19T00:00:00Z,,,,Q1400332,Mike Espy,Q292936,Ann Veneman,,,,,,Q370213-AACCFC5C-49EB-488D-B860-539441418E7C
Q49214,Dan Quayle,Q11699,Vice President of the United States,1989-01-20T00:00:00Z,1993-01-20T00:00:00Z,,,44,Q23505,George H. W. Bush,Q19673,Al Gore,,,,,,Q49214-4EF4C2E6-CC80-4A7A-BEBA-513B8985E82D
Q29453265,Dan R. Brouillette,Q1029968,United States Secretary of Energy,2019-12-04T00:00:00Z,2021-01-20T00:00:00Z,,,,Q215057,Rick Perry,Q104936878,David Huizenga,,,,,,Q29453265-dce6bf76-e4de-497a-85e0-989ff8b58ea8
Q17989631,Dana Boente,Q636207,United States Attorney General,2017-01-30T00:00:00Z,2017-02-09T00:00:00Z,,,,Q21062855,Sally Yates,Q358443,Jeff Sessions,Q4676846,acting,,,,Q17989631-3031e2d0-0411-4cb3-88ad-f1e55bb9589e
Q30106114,Daniel Bennett Smith,Q14213,United States Secretary of State,2021-01-20T00:00:00Z,2021-01-26T00:00:00Z,,,,Q473239,Mike Pompeo,Q7821917,Antony Blinken,,,,,,Q30106114-5dafc2ee-4011-8c9f-3cca-a29d31bda7f8
Q16240815,Daniel Brent,Q14213,United States Secretary of State,1825-03-04T00:00:00Z,1825-03-07T00:00:00Z,,,,Q11816,John Quincy Adams,Q319630,Henry Clay,,,,,,Q16240815-8b5003b9-43ca-2ebf-7d25-dc997405172c
Q375381,Daniel C. Roper,Q2003296,United States Secretary of Commerce,1933-03-04T00:00:00Z,1938-12-23T00:00:00Z,,,7,Q373072,"Roy Dikeman Chapin, Sr.",Q450615,Harry Hopkins,,,,,,Q375381-40A89D9A-CB11-4E78-9AB5-14E7118BEF0F
Q223545,Daniel D. Tompkins,Q11699,Vice President of the United States,1817-03-04T00:00:00Z,1825-03-04T00:00:00Z,,,6,Q219797,Elbridge Gerry,Q207191,John C. Calhoun,,,,,,Q223545-298C44C4-495D-49D2-8B51-880E70557BB6
Q1161665,Daniel Manning,Q4215834,United States Secretary of the Treasury,,,,,,,,,,,,,,,Q1161665-71524A6A-AE1C-4260-8DA4-B46EEEDE632F
Q5218466,Daniel Poneman,Q1029968,United States Secretary of Energy,2013-04-22T00:00:00Z,2013-05-21T00:00:00Z,,,,Q172466,Steven Chu,Q5393576,Ernest Moniz,,,,,,Q5218466-25C17CA2-80A0-42C4-B8C6-1CC7B5EE23E4
Q723130,Daniel S. Lamont,Q2419102,United States Secretary of War,,,,,,,,,,,,,,,Q723130-335e7760-ab74-4ac7-ad56-3f3db7a2d8ab
Q106231,Daniel Webster,Q14213,United States Secretary of State,1841-03-06T00:00:00Z,1843-05-08T00:00:00Z,,,14,Q6118895,Jacob L. Martin,Q1374183,Hugh S. Legaré,,,,,,Q106231-7186f1dd-4fd8-ea47-9512-ca9e7e8231d3
Q106231,Daniel Webster,Q14213,United States Secretary of State,1850-07-23T00:00:00Z,1852-10-24T00:00:00Z,,,19,Q17889,John Middleton Clayton,Q1065426,Charles Magill Conrad,,,,,,Q106231-3D0904D3-52A1-40EA-9867-790BE43567A7
Q105069464,Dat Tran,Q1658460,United States Secretary of Veterans Affairs,2021-01-20T00:00:00Z,2021-02-09T00:00:00Z,,,,Q7351064,Robert Wilkie,Q3702047,Denis McDonough,Q4676846,acting,,,,Q105069464-b804af3f-484e-03a9-d9dc-1da771dfc668
Q671393,David D. Newsom,Q14213,United States Secretary of State,1980-05-02T00:00:00Z,1980-05-03T00:00:00Z,,,,Q294358,Warren Christopher,Q7327984,Richard N. Cooper,,,,,,Q671393-3a3d60f8-4df7-4537-f78b-2ca1bfa6b58b
Q671393,David D. Newsom,Q14213,United States Secretary of State,1980-05-03T00:00:00Z,1980-05-04T00:00:00Z,,,,Q7327984,Richard N. Cooper,Q294358,Warren Christopher,,,,,,Q671393-25df08cb-4523-2c1b-1967-f3ab63c64c20
Q671393,David D. Newsom,Q14213,United States Secretary of State,1981-01-18T00:00:00Z,1981-01-22T00:00:00Z,,,,Q319867,Edmund Muskie,Q107957,Alexander Haig,,,,,,Q671393-6943ce80-4f0b-b346-11e2-45980c2ece50
Q1174390,David Franklin Houston,Q1029955,United States Secretary of Agriculture,1913-03-06T00:00:00Z,1920-02-02T00:00:00Z,,,5,Q373094,James Wilson,Q255716,Edwin T. Meredith,,,,,,Q1174390-38788516-410e-3f11-a410-0cbf85385d1b
Q1174390,David Franklin Houston,Q4215834,United States Secretary of the Treasury,1920-02-02T00:00:00Z,1921-03-03T00:00:00Z,,,48,Q1045879,Carter Glass,Q446858,Andrew W. Mellon,,,,,,Q1174390-5A07505A-DDE8-4CD3-9E93-FF0E0A02F2CB
Q5234213,David Gompert,Q1154057,Director of National Intelligence,2010-05-28T00:00:00Z,2010-08-05T00:00:00Z,,,,Q1189023,Dennis C. Blair,,,Q4676846,acting,,,,Q5234213-4EE63B01-BD2C-4A31-8FAA-60E87BB0326F
Q373104,David Henshaw,Q940135,United States Secretary of the Navy,1843-07-24T00:00:00Z,1844-02-18T00:00:00Z,,,,,,,,,,,,,Q373104-bab1b640-4c29-6240-d349-8367f057ac9e
Q104936878,David Huizenga,Q1029968,United States Secretary of Energy,2021-01-20T00:00:00Z,2021-02-25T00:00:00Z,,,,Q29453265,Dan R. Brouillette,Q234994,Jennifer Granholm,Q222749,acting,,,,Q104936878-0a16990a-4eb2-84eb-0b57-59cef3c109f4
Q29918896,David L. Bernhardt,Q2287650,United States Secretary of the Interior,2019-01-02T00:00:00Z,2021-01-20T00:00:00Z,,,,Q7384672,Ryan Zinke,Q54860790,Deb Haaland,,,https://www.doi.gov/whoweare/asbernhardt,,,Q29918896-205ebf64-4786-4524-9a6f-994a11e190f1
Q1175386,David M. Kennedy,Q4215834,United States Secretary of the Treasury,1969-01-22T00:00:00Z,1971-02-10T00:00:00Z,,,,,,,,,,,,,Q1175386-DE9574C2-2E9D-45A7-AA60-4B5287BBC96D
Q29346709,David Norquist,Q735015,United States Secretary of Defense,2021-01-20T00:00:00Z,2021-01-22T00:00:00Z,,,,Q101423348,Christopher C. Miller,Q941013,Lloyd Austin,,,,,,Q29346709-C5E47D6C-E241-490D-AE14-A348D425BDFD
Q5238485,David Pekoske,Q642859,United States Secretary of Homeland Security,2021-01-20T00:00:00Z,2021-02-02T00:00:00Z,,,,Q82607085,Pete Gaynor,Q4714600,Alejandro Mayorkas,Q4676846,acting,,,,Q5238485-10ed5b56-4fc1-35e2-75c0-8409f788244b
Q5239766,David Shulkin,Q1658460,United States Secretary of Veterans Affairs,2017-02-14T00:00:00Z,2018-03-28T00:00:00Z,,,,Q28543113,Robert Snyder,Q7351064,Robert Wilkie,,,,,,Q5239766-2f1870c2-4d42-8601-78fe-0cd583192b56
Q214758,Dean Acheson,Q14213,United States Secretary of State,1949-01-21T00:00:00Z,1953-01-20T00:00:00Z,,,51,Q151414,George Marshall,Q5628234,H. Freeman Matthews,,,,,,Q214758-930773DA-634B-4997-A178-0DE215A8B9F2
Q313258,Dean Rusk,Q14213,United States Secretary of State,1961-01-21T00:00:00Z,1969-01-20T00:00:00Z,,,54,Q1866512,Livingston T. Merchant,Q776165,Charles E. Bohlen,,,,,,Q313258-7E284F9A-A82F-488D-BF26-D4E355513761
Q54860790,Deb Haaland,Q2287650,United States Secretary of the Interior,2021-03-16T00:00:00Z,,,,,Q29918896,David L. Bernhardt,,,,,https://www.doi.gov/secretary-deb-haaland,,,Q54860790-60c93c76-4f20-5342-c470-72b356a30aff
Q54860790,Deb Haaland,Q2287650,United States Secretary of the Interior,2021-03-16T00:00:00Z,,,,,Q29918896,David L. Bernhardt,,,,,https://www.whitehouse.gov/administration/cabinet/,Deb Haaland,Secretary of the Interior,Q54860790-60c93c76-4f20-5342-c470-72b356a30aff
Q16189325,Deborah Lee James,Q261746,United States Secretary of the Air Force,2013-12-20T00:00:00Z,2017-01-20T00:00:00Z,,,,Q1852641,Michael B. Donley,Q459712,Heather Wilson,,,,,,Q16189325-09755556-13E4-4F59-84A1-E33297E82604
Q3702047,Denis McDonough,Q1658460,United States Secretary of Veterans Affairs,2021-02-09T00:00:00Z,,,,,Q105069464,Dat Tran,,,,,https://www.whitehouse.gov/administration/cabinet/,Denis McDonough,Secretary of Veterans Affairs,Q3702047-a2fa3cb0-47ca-45b9-4ebf-8f343c2ff923
Q3702047,Denis McDonough,Q786242,White House Chief of Staff,2013-01-25T00:00:00Z,2017-01-20T00:00:00Z,,,,Q1677579,Jack Lew,Q1357640,Reince Priebus,,,,,,Q3702047-c2542c68-4e19-6798-a77e-85a0305379b5
Q1189023,Dennis C. Blair,Q1154057,Director of National Intelligence,2009-01-29T00:00:00Z,2010-05-28T00:00:00Z,,,,Q1379781,John Michael McConnell,Q5234213,David Gompert,,,,,,Q1189023-35FC9F71-7A3D-477B-8DC6-07BF802A438B
Q48259,Dick Cheney,Q735015,United States Secretary of Defense,1989-03-21T00:00:00Z,1993-01-20T00:00:00Z,,,17,Q518861,Frank Carlucci,Q1820456,Les Aspin,,,,,,Q48259-a39c004b-4257-bed8-8578-e58e86f577ee
Q48259,Dick Cheney,Q11699,Vice President of the United States,2001-01-20T00:00:00Z,2009-01-20T00:00:00Z,,,46,Q19673,Al Gore,Q6279,Joe Biden,,,,,,Q48259-7de9808d-4d2e-0aa7-9b47-fe33ac14749c
Q48259,Dick Cheney,Q786242,White House Chief of Staff,1975-11-21T00:00:00Z,1977-01-20T00:00:00Z,,,7,Q184650,Donald Rumsfeld,Q366343,Hamilton Jordan,,,,,,Q48259-788FA29C-FAE8-45DC-BFE0-18D7523C20A1
Q885091,Dick Thornburgh,Q636207,United States Attorney General,1988-08-15T00:00:00Z,1991-08-15T00:00:00Z,,,76,Q709641,Edwin Meese,Q723917,William Barr,,,,,,Q885091-9981F171-582E-4185-BA3B-754EB7F9D3B5
Q737493,Dirk Kempthorne,Q2287650,United States Secretary of the Interior,2006-06-07T00:00:00Z,2009-01-20T00:00:00Z,,,49,Q271717,Gale Norton,Q342586,Ken Salazar,,,,,,Q737493-5DEDB15A-A980-4783-BEB5-AE95AB6D3F72
Q41418906,Don J. Wright,Q2305968,United States Secretary of Health and Human Services,,,,,,,,,,,,,,,Q41418906-8b8d4a20-9dd5-4bd4-b4ec-989a169644f4
Q1239753,Donald C. Winter,Q940135,United States Secretary of the Navy,,,,,,,,,,,,,,,Q1239753-5b4dc503-4c85-4e2e-a989-6ee877a3b76b
Q1240095,Donald Evans,Q2003296,United States Secretary of Commerce,2001-01-20T00:00:00Z,2005-02-07T00:00:00Z,,,34,Q553502,Norman Mineta,Q741648,Carlos Gutierrez,,,,,,Q1240095-BFAC7836-3DC1-4397-BC90-9927125495EB
Q1240215,Donald P. Hodel,Q1029968,United States Secretary of Energy,1982-11-05T00:00:00Z,1985-02-07T00:00:00Z,,,4,Q888950,James B. Edwards,Q1701649,John S. Herrington,,,,,,Q1240215-4EC3766C-7300-4D64-87EC-635BC651EF5B
Q1240215,Donald P. Hodel,Q2287650,United States Secretary of the Interior,1985-02-08T00:00:00Z,1989-01-20T00:00:00Z,,,45,Q446647,William P. Clark,Q445980,Manuel Lujan,,,,,,Q1240215-08FFCC1D-8F58-46B9-A61C-C4CA3CAA7053
Q1240286,Donald Regan,Q4215834,United States Secretary of the Treasury,1981-01-22T00:00:00Z,1985-02-01T00:00:00Z,,,66,Q939880,G. William Miller,Q223151,James Baker,,,,,,Q1240286-DC69DA4E-5E8E-447A-B8D1-7F6FF74FDE1C
Q1240286,Donald Regan,Q786242,White House Chief of Staff,1985-02-04T00:00:00Z,1987-02-27T00:00:00Z,,,,Q223151,James Baker,Q1337643,Howard Baker,,,,,,Q1240286-469cf6c9-4fa1-5b19-20a2-b9492406fdf3
Q5295059,Donald Rice,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q5295059-f4b71b0e-c1af-4f3d-8157-b2f80f2abeac
Q184650,Donald Rumsfeld,Q735015,United States Secretary of Defense,1975-11-20T00:00:00Z,1977-01-20T00:00:00Z,,,,Q171989,James R. Schlesinger,Q552916,Harold Brown,,,,,,Q184650-3d193cda-495a-f8ba-fe32-744b244badd8
Q184650,Donald Rumsfeld,Q735015,United States Secretary of Defense,2001-01-20T00:00:00Z,2006-12-18T00:00:00Z,,,,Q710721,William Cohen,Q212979,Robert Gates,,,,,,Q184650-ba3abe7a-4362-4382-b15b-834d4ca08d3c
Q184650,Donald Rumsfeld,Q786242,White House Chief of Staff,1974-09-21T00:00:00Z,1975-11-20T00:00:00Z,,,,Q107957,Alexander Haig,Q48259,Dick Cheney,,,,,,Q184650-29F728C7-0717-40E6-8019-7945D12061DB
Q292569,Donna Shalala,Q2305968,United States Secretary of Health and Human Services,1993-01-22T00:00:00Z,2001-01-20T00:00:00Z,,,18,Q744689,Louis Wade Sullivan,Q732804,Tommy Thompson,,,,,,Q292569-D3070F94-F3F8-4BE8-89BA-C0B80298EB5D
Q5301748,Douglas M. Costle,Q2087596,Administrator of the Environmental Protection Agency,1977-03-07T00:00:00Z,1981-01-20T00:00:00Z,,,,Q63104663,John R. Quarles Jr.,,,,,,,,Q5301748-f7b4e3b6-e034-4ffc-b1c8-48a95023d622
Q5311824,Dudley C. Sharp,Q261746,United States Secretary of the Air Force,,,,,,,,,,,,,,,Q5311824-b3e2746c-26bc-4a65-9f80-3deae9eb744d
Q53403,Dwight Filley Davis Sr.,Q2419102,United States Secretary of War,1925-10-14T00:00:00Z,1929-03-04T00:00:00Z,,,,Q1371272,John Wingate Weeks,Q331268,James William Good,,,,,,q53403-111dee7c-4265-5777-c883-f08718a98e13
Q1030299,Earl Butz,Q1029955,United States Secretary of Agriculture,,,,,,,,,,,,,,,Q1030299-6c0b431e-5dd7-420c-9ae7-342abe8262c8
Q724521,Ebenezer R. Hoar,Q636207,United States Attorney General,1869-03-05T00:00:00Z,1870-11-22T00:00:00Z,,,,,,,,,,,,,Q724521-770E646A-A10A-408F-B33D-4B25432A695F
Q546986,Ed Derwinski,Q1658460,United States Secretary of Veterans Affairs,1989-03-15T00:00:00Z,1992-09-26T00:00:00Z,,,,,,Q573825,Anthony Principi,,,,,,Q546986-F592AB0E-B0B2-4336-8581-143D090968F3
Q887102,Ed Schafer,Q1029955,United States Secretary of Agriculture,2008-01-28T00:00:00Z,2009-01-20T00:00:00Z,,,29,Q448880,Mike Johanns,Q353826,Tom Vilsack,,,,,,Q887102-ff4cd599-43e9-d0f5-56f7-84dfe30d26f9
Q319867,Edmund Muskie,Q14213,United States Secretary of State,1980-05-08T00:00:00Z,1981-01-18T00:00:00Z,,,58,Q294358,Warren Christopher,Q671393,David D. Newsom,,,,,,Q319867-0C2A9FFD-B404-4777-AE65-6504280FFCFD
Q318703,Edmund Randolph,Q636207,United States Attorney General,1789-09-26T00:00:00Z,1794-01-26T00:00:00Z,,,1,,,Q709229,William Bradford,,,,,,Q318703-386E3BB7-2848-47D9-BC4F-8AD73C43CA75
Q318703,Edmund Randolph,Q14213,United States Secretary of State,1794-01-02T00:00:00Z,1795-08-20T00:00:00Z,,,2,Q11812,Thomas Jefferson,Q435168,Timothy Pickering,,,,,,Q318703-C04C3435-A63E-43AD-A7BB-94A8271332DF
Q1291670,Edward Bates,Q636207,United States Attorney General,1861-03-05T00:00:00Z,1864-11-24T00:00:00Z,,,26,Q448803,Edwin M. Stanton,Q910781,James Speed,,,,,,Q1291670-31082930-D4C1-4E7B-B079-22E60304A525
